Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
27.5,45.3,2.8,10.1,13.7,4.1,0.82,10.6,236,Good
42.2,94.7,96.4,115.5,45.6,10.1,2.29,4.7,570,Poor
19.8,53.7,17.0,19.9,15.9,7.0,1.04,10.8,564,Good
20.6,69.0,23.2,27.0,13.6,2.4,0.92,13.1,444,Good
24.0,40.9,11.8,18.6,21.4,4.3,0.86,13.5,582,Good
35.6,75.0,29.0,41.8,32.2,11.9,1.95,5.8,748,Poor
38.4,66.6,15.2,36.5,39.2,14.5,1.86,4.2,497,Poor
22.5,41.5,0.3,7.1,17.3,3.2,1.01,11.4,212,Good
24.4,53.9,8.0,13.3,17.0,5.3,0.84,10.8,335,Good
26.9,45.3,13.9,18.6,21.4,6.7,0.76,16.1,369,Good
39.1,59.5,47.6,57.2,30.6,16.8,1.89,3.8,450,Poor
35.6,87.7,16.8,22.6,24.8,4.0,1.21,11.3,605,Moderate
29.1,65.7,1.2,5.7,25.5,5.5,0.95,11.3,576,Good
25.8,67.1,60.9,74.3,34.3,4.2,1.81,5.3,508,Moderate
24.7,70.3,3.2,11.1,23.1,6.6,0.88,10.3,593,Good
36.7,67.4,12.4,22.7,38.4,2.0,2.04,6.9,705,Poor
39.8,73.3,83.2,90.4,16.3,12.5,2.36,5.4,666,Poor
34.1,53.4,31.9,44.3,28.7,16.6,1.54,7.5,622,Moderate
23.5,74.6,0.3,6.6,16.8,3.9,1.22,13.1,491,Good
33.4,70.5,7.5,15.2,24.1,8.6,1.49,6.0,417,Moderate
25.0,38.6,18.5,25.2,14.0,4.8,1.12,11.9,499,Good
25.2,57.1,15.7,21.6,24.4,3.9,1.01,10.2,261,Good
34.0,75.9,10.0,18.0,30.4,5.2,1.57,5.2,356,Moderate
23.8,48.8,19.9,25.8,26.2,5.6,0.83,10.4,403,Good
33.8,81.1,7.3,21.3,38.8,22.0,2.35,6.3,693,Poor
22.3,40.5,2.6,7.1,23.8,4.4,0.85,13.1,549,Good
32.3,75.4,81.6,111.5,35.8,17.3,1.84,4.5,454,Poor
27.8,79.0,72.5,89.7,30.3,6.2,1.81,5.2,432,Moderate
28.6,81.6,7.6,14.1,12.0,3.7,0.92,10.3,524,Good
26.2,79.1,28.3,31.9,21.7,7.6,0.93,11.1,230,Good
43.1,116.3,104.3,136.6,36.6,15.8,3.72,5.4,688,Hazardous
24.0,55.5,4.1,5.7,12.7,4.3,0.89,13.9,545,Good
21.9,67.3,12.2,16.1,24.1,4.8,0.92,10.3,244,Good
29.8,80.8,10.4,14.9,17.1,-0.4,1.53,5.7,502,Moderate
36.9,98.2,23.7,42.8,32.2,19.1,2.15,6.5,493,Poor
33.6,79.4,18.1,32.1,31.7,15.3,1.86,6.1,691,Poor
23.8,61.3,3.1,4.7,25.4,7.9,1.06,12.5,238,Good
25.3,49.4,19.5,32.0,24.9,7.2,1.73,5.8,426,Moderate
30.8,85.5,18.6,44.4,31.0,8.1,2.25,4.0,770,Poor
32.8,81.0,13.6,22.2,35.2,7.3,1.31,9.1,534,Moderate
28.1,81.5,0.4,11.7,27.2,10.0,1.7,5.1,530,Moderate
29.4,68.8,22.8,25.4,14.3,5.7,1.07,12.2,358,Good
30.1,80.4,65.3,77.1,36.8,16.4,1.71,4.9,597,Poor
31.7,106.5,14.7,21.2,33.0,18.0,1.98,4.1,661,Poor
46.3,91.0,27.0,51.7,37.3,20.2,2.14,4.1,624,Hazardous
38.3,103.6,12.4,27.7,25.4,11.0,1.87,3.8,441,Poor
35.8,60.1,2.9,13.9,22.2,14.5,1.59,7.7,661,Moderate
20.6,78.2,6.5,21.6,41.6,7.4,2.71,4.8,721,Hazardous
27.8,86.2,4.0,17.4,22.2,11.0,1.57,5.3,662,Moderate
32.4,56.0,3.3,15.6,28.8,6.5,1.49,7.6,506,Moderate
31.4,79.4,55.7,62.7,24.1,11.5,1.46,7.8,361,Moderate
20.6,67.3,7.4,14.1,12.7,2.3,1.09,10.3,484,Good
27.0,46.9,30.1,38.5,20.6,2.7,0.91,11.1,263,Good
25.1,61.9,10.8,17.0,13.3,1.1,0.87,10.7,401,Good
19.6,59.7,10.2,18.3,23.2,0.9,1.03,10.7,238,Good
25.5,48.0,15.5,19.9,18.6,7.7,1.04,10.3,503,Good
32.4,81.8,16.6,30.3,19.3,13.6,1.68,3.8,588,Poor
33.6,74.3,16.1,36.2,40.1,18.0,2.24,3.4,655,Poor
42.2,83.8,9.1,27.4,24.3,5.3,2.39,9.1,619,Poor
32.4,93.5,31.6,45.9,32.9,13.6,2.15,6.6,482,Poor
25.8,56.2,8.5,16.8,29.4,10.3,1.3,5.0,414,Moderate
20.0,79.9,2.0,7.3,15.2,5.1,1.06,10.5,244,Good
22.0,72.9,20.9,25.6,13.4,6.3,1.02,10.9,544,Good
27.6,66.9,47.1,60.3,32.4,14.0,2.2,3.4,426,Poor
23.1,50.9,6.1,9.2,14.0,8.3,0.87,11.0,287,Good
27.7,75.8,0.2,5.2,10.4,4.0,0.93,10.4,505,Good
28.2,71.4,9.2,25.5,34.0,6.2,2.35,3.2,594,Hazardous
34.7,80.3,2.8,10.9,17.2,8.8,1.56,5.2,324,Moderate
37.0,100.4,19.8,34.2,32.7,15.8,2.18,3.9,745,Poor
45.7,76.3,1.1,20.8,23.8,28.2,2.44,3.7,761,Hazardous
33.4,98.5,42.7,57.5,47.9,14.3,2.66,2.6,788,Hazardous
32.0,57.4,61.5,76.9,27.2,16.1,2.4,4.7,422,Poor
27.6,55.9,9.8,17.8,33.7,8.8,1.6,5.2,352,Moderate
26.2,85.9,48.1,60.2,19.8,9.0,1.56,7.1,286,Moderate
36.4,98.8,15.7,18.1,39.1,12.8,1.95,3.4,541,Poor
20.0,65.8,5.6,12.5,11.6,5.5,1.1,13.4,373,Good
33.7,72.7,139.4,159.9,33.1,22.8,2.28,5.6,576,Poor
22.7,67.6,3.7,12.5,20.9,1.1,1.08,11.7,403,Good
37.5,64.7,3.5,18.5,25.1,15.9,1.7,7.2,399,Moderate
34.2,85.7,2.8,11.8,38.3,9.0,1.36,9.2,590,Moderate
27.7,86.1,83.3,93.5,25.3,6.8,1.71,7.4,594,Moderate
29.7,61.4,18.3,31.4,30.6,17.0,1.42,5.2,396,Moderate
23.6,67.4,17.9,28.8,25.6,7.3,1.71,6.2,670,Moderate
27.5,55.1,3.8,14.9,20.3,5.2,1.38,6.3,629,Moderate
25.0,81.3,4.3,7.8,23.1,6.7,1.14,10.1,329,Good
36.2,83.2,64.0,75.6,28.3,12.1,2.28,8.0,732,Poor
25.7,57.0,16.2,21.2,19.2,0.1,1.0,10.8,323,Good
34.9,84.1,1.5,20.1,22.5,2.5,2.15,3.6,646,Poor
32.9,66.9,5.2,8.6,30.6,14.0,1.47,10.5,485,Moderate
42.2,91.6,0.4,11.5,35.9,12.5,2.15,5.9,683,Poor
36.0,70.2,12.5,41.9,30.7,16.0,1.79,4.6,624,Poor
22.9,40.5,3.7,7.3,13.4,0.9,1.12,12.6,246,Good
30.9,57.2,2.0,12.9,29.2,15.2,1.37,6.2,632,Moderate
24.2,43.1,13.7,20.4,15.7,7.6,1.04,11.3,365,Good
27.1,70.2,2.0,6.2,23.0,3.5,1.0,10.1,271,Good
23.5,51.9,5.2,15.0,14.4,0.5,1.41,5.9,475,Moderate
28.7,63.6,4.2,10.2,20.8,3.2,0.92,11.6,487,Good
29.7,82.0,20.8,30.1,26.9,11.6,1.39,7.2,424,Moderate
33.6,99.4,63.4,72.4,29.6,10.8,1.68,5.0,581,Poor
21.9,56.3,16.4,20.3,23.3,9.4,0.84,10.8,271,Good
28.3,70.2,47.1,53.9,28.6,11.5,1.59,7.7,604,Moderate
21.5,59.8,8.6,12.6,20.3,5.5,1.08,10.1,470,Good
34.1,75.9,14.8,31.7,23.5,13.1,1.57,6.6,567,Moderate
27.8,83.6,23.7,37.3,26.1,8.2,1.22,7.4,420,Moderate
26.9,55.9,33.3,36.4,25.6,9.5,1.13,12.5,584,Good
17.5,45.0,21.2,25.9,14.3,5.3,0.78,12.1,492,Good
26.1,78.1,6.2,11.5,13.0,5.3,0.88,15.8,585,Good
26.6,60.6,2.5,6.5,26.9,8.2,1.07,10.6,318,Good
19.1,64.9,2.5,10.5,26.0,6.0,1.08,10.4,368,Good
22.3,51.0,30.9,40.0,17.5,4.5,1.78,6.2,294,Moderate
23.0,40.9,21.6,25.2,21.5,3.4,1.02,14.8,215,Good
41.3,82.5,51.7,59.3,29.5,8.0,1.61,5.3,479,Moderate
31.6,100.3,6.4,21.2,43.5,14.5,1.79,8.1,558,Poor
34.4,65.0,21.5,34.5,24.3,10.3,1.57,8.6,583,Moderate
30.5,81.0,44.5,60.7,33.6,11.2,1.5,6.8,564,Moderate
26.7,70.2,51.1,56.7,32.8,5.4,1.42,6.3,592,Moderate
36.0,89.8,33.0,47.9,26.0,-0.1,1.74,4.3,490,Poor
38.7,98.8,9.1,30.9,40.2,21.0,2.33,2.8,827,Hazardous
56.0,53.6,6.0,21.7,40.5,9.1,2.46,9.0,718,Poor
32.8,62.4,24.0,42.7,32.9,25.0,2.29,6.2,415,Poor
21.9,80.0,1.1,6.0,21.8,11.4,1.77,6.5,642,Moderate
27.7,78.7,1.1,20.5,28.2,9.8,1.53,5.5,449,Moderate
27.3,57.7,4.9,10.6,17.9,1.4,0.92,12.8,397,Good
20.3,77.6,12.1,19.5,18.0,6.1,0.89,14.2,308,Good
34.5,76.9,59.3,71.9,28.4,13.0,1.77,7.7,586,Poor
23.5,43.0,14.6,19.0,23.1,1.7,1.14,12.7,297,Good
33.5,77.4,14.6,23.4,29.4,7.5,1.59,6.1,480,Moderate
26.5,58.1,10.7,15.0,24.3,2.5,0.98,13.0,220,Good
24.4,39.0,3.1,8.9,26.7,5.9,0.86,10.2,317,Good
31.6,54.6,1.0,7.7,18.8,3.2,1.05,11.1,208,Good
25.0,49.7,1.1,5.4,17.9,5.0,1.15,10.5,447,Good
34.3,59.0,24.2,34.2,25.7,16.1,2.02,7.6,545,Moderate
35.9,98.2,11.4,18.9,54.1,32.5,2.71,3.9,560,Hazardous
40.7,64.4,4.0,16.3,30.0,11.1,1.55,6.8,504,Moderate
20.6,80.6,0.3,5.1,22.0,4.6,1.49,7.6,647,Moderate
18.5,54.2,11.8,19.9,12.9,5.5,1.14,10.1,314,Good
19.5,51.5,2.1,9.5,17.0,2.8,0.95,11.9,471,Good
22.6,41.7,5.7,12.1,21.5,6.1,0.85,10.3,407,Good
45.6,82.4,13.1,27.8,24.8,13.8,1.37,5.5,408,Poor
26.5,98.1,41.4,56.1,40.4,6.2,1.85,7.1,430,Poor
35.2,57.6,46.5,59.0,22.3,4.7,1.37,5.3,650,Moderate
40.6,85.2,31.6,44.8,30.5,19.0,2.66,4.5,554,Poor
28.4,86.1,10.8,26.9,26.7,10.8,1.26,5.5,674,Moderate
38.1,73.2,37.7,85.4,33.0,20.4,2.49,5.7,727,Hazardous
30.8,92.2,50.1,67.5,25.3,23.5,2.41,7.0,573,Poor
23.1,100.8,7.4,30.0,28.5,16.3,1.8,7.2,711,Poor
20.9,74.5,1.0,8.1,10.5,1.5,0.9,10.5,278,Good
30.8,88.9,27.8,32.7,31.2,13.5,1.68,5.6,494,Moderate
42.2,87.6,95.7,115.6,42.7,18.7,2.59,6.7,707,Hazardous
32.6,83.8,5.5,13.0,30.8,12.2,1.73,7.2,363,Moderate
31.5,67.4,36.0,49.0,48.1,14.3,2.34,4.2,799,Poor
33.8,68.4,7.2,15.0,18.5,2.6,1.06,11.5,468,Good
25.8,78.8,11.4,19.7,23.1,7.5,0.92,10.6,547,Good
28.4,51.8,8.3,16.6,20.4,2.4,0.98,11.0,549,Good
40.5,106.5,61.9,84.7,37.6,19.6,3.03,4.5,625,Hazardous
24.7,55.9,18.5,23.2,18.6,2.7,0.94,10.5,365,Good
26.4,61.3,3.4,6.2,34.9,24.1,1.74,4.4,672,Poor
37.0,61.2,44.2,56.1,21.1,5.7,1.76,9.8,465,Poor
22.6,74.6,3.4,16.0,17.5,4.9,1.6,6.2,718,Moderate
22.6,40.8,4.6,10.6,20.9,5.7,1.11,12.6,315,Good
27.2,60.6,16.5,23.5,30.5,9.0,1.69,6.6,382,Moderate
26.3,54.1,0.9,10.3,25.1,4.5,0.95,10.1,316,Good
26.7,63.2,6.8,9.3,13.4,4.9,0.98,10.0,358,Good
29.9,94.3,1.6,13.8,31.5,13.9,2.39,3.4,522,Poor
27.9,56.7,0.7,6.0,14.5,5.9,1.1,12.9,275,Good
22.9,57.9,2.7,8.4,22.8,2.9,1.03,12.8,521,Good
26.0,76.0,79.0,83.4,19.6,10.1,1.48,12.6,501,Moderate
56.5,113.5,74.6,93.9,36.9,22.2,2.2,3.6,690,Hazardous
26.1,63.3,11.1,13.7,23.7,4.5,0.89,14.7,450,Good
30.9,90.8,15.0,29.6,29.0,8.3,1.38,10.3,640,Moderate
24.3,61.4,16.6,22.3,13.5,3.7,1.04,10.2,226,Good
29.6,46.2,0.8,4.4,26.8,3.6,1.03,11.9,300,Good
25.1,67.2,16.3,21.1,19.9,7.6,0.83,10.0,471,Good
22.2,81.3,23.1,37.3,32.2,9.1,1.39,5.6,576,Moderate
37.3,70.1,4.6,17.8,34.8,12.0,1.73,3.6,609,Poor
25.4,59.1,16.0,16.6,15.2,6.8,1.04,10.5,439,Good
20.0,48.7,1.9,10.8,24.1,4.0,1.13,10.9,448,Good
21.6,77.6,5.0,10.6,17.6,2.5,0.94,11.0,591,Good
36.7,78.7,31.3,69.8,30.7,21.1,1.95,4.1,749,Poor
24.5,40.6,0.5,4.1,25.4,4.2,1.02,11.7,494,Good
35.2,80.7,67.4,103.4,49.6,9.6,2.47,3.5,681,Hazardous
25.3,62.8,3.3,12.6,19.7,5.4,0.95,13.1,305,Good
25.3,42.3,10.7,13.0,11.9,2.3,1.0,10.2,381,Good
39.0,73.4,34.2,49.8,38.3,19.1,2.36,3.8,765,Hazardous
40.5,76.1,52.1,80.9,35.7,10.5,2.88,7.3,640,Hazardous
19.2,45.1,26.4,28.8,26.8,7.5,0.92,11.3,208,Good
25.6,87.4,23.6,32.3,29.2,3.1,1.59,6.2,582,Moderate
16.1,69.8,14.1,19.9,14.4,9.7,0.98,11.0,498,Good
37.0,60.4,1.3,17.8,32.1,19.7,2.22,4.8,407,Poor
18.5,64.8,8.8,11.5,14.1,5.1,0.89,10.1,428,Good
28.1,96.9,6.9,25.0,25.3,10.8,1.54,5.7,709,Moderate
23.6,49.7,10.3,14.0,17.9,5.5,0.87,10.9,595,Good
40.9,72.9,22.5,43.4,36.6,21.1,2.33,2.7,592,Hazardous
23.6,45.6,7.9,9.2,20.8,6.9,1.19,11.1,521,Good
42.9,80.5,3.8,7.1,24.0,9.4,1.3,6.6,553,Moderate
33.1,80.3,2.6,8.1,29.5,16.8,1.37,5.3,584,Moderate
31.7,61.4,7.9,20.8,27.7,12.6,1.68,7.5,574,Moderate
27.0,46.5,8.3,14.0,20.7,5.5,1.02,15.4,496,Good
43.1,75.5,6.4,14.2,38.8,11.0,2.24,9.0,644,Poor
32.3,72.8,3.4,30.6,42.3,2.8,2.04,4.5,636,Hazardous
45.6,98.3,28.0,43.8,32.1,14.9,2.18,3.2,680,Hazardous
33.9,53.4,18.5,24.7,26.0,9.8,1.96,6.3,605,Moderate
29.0,64.0,8.6,21.6,26.6,8.1,1.53,5.0,647,Moderate
32.8,51.1,8.0,13.4,13.3,4.6,0.93,11.9,410,Good
36.5,86.5,19.9,32.8,33.3,12.4,2.14,4.0,623,Poor
37.1,83.0,22.5,36.4,34.9,16.7,1.97,5.5,464,Poor
24.8,67.9,2.3,8.2,23.9,1.4,1.08,18.8,207,Good
27.6,51.7,16.9,24.5,19.4,6.1,0.81,10.1,306,Good
21.4,49.5,7.6,15.3,22.7,7.8,0.92,12.5,576,Good
22.3,51.5,2.8,8.6,26.9,8.4,0.96,10.5,370,Good
36.4,111.6,35.8,67.0,43.1,8.3,2.32,8.3,813,Hazardous
23.3,90.9,39.8,55.4,30.8,5.5,1.44,5.5,696,Moderate
35.6,95.7,13.9,30.0,37.6,12.1,2.0,12.3,552,Poor
27.7,66.3,12.1,16.9,23.3,6.2,1.06,10.7,287,Good
24.3,66.2,71.6,76.4,14.9,6.0,1.03,11.2,325,Good
25.8,51.5,9.2,12.9,17.5,0.2,1.26,11.8,452,Good
25.3,50.8,7.7,13.4,16.5,3.8,1.15,10.8,338,Good
44.3,87.7,14.0,22.3,37.2,18.2,2.75,4.4,471,Hazardous
24.4,60.7,0.0,4.6,26.6,5.3,0.92,10.2,432,Good
23.7,75.4,8.4,15.0,24.2,2.6,1.01,11.5,275,Good
24.7,46.6,22.0,28.7,14.5,5.4,1.18,11.2,463,Good
26.1,68.6,8.8,14.4,16.9,1.3,1.06,11.3,424,Good
36.2,84.9,42.2,72.0,30.9,23.4,1.98,3.5,619,Hazardous
21.1,47.7,22.5,26.8,18.5,6.1,1.1,12.2,492,Good
36.1,55.2,5.6,17.2,23.0,9.5,1.7,5.7,317,Moderate
40.8,98.7,100.8,114.1,48.7,8.7,2.09,4.4,395,Poor
31.2,83.8,43.8,61.7,20.5,9.2,1.65,7.1,621,Moderate
25.5,51.0,10.2,14.7,14.7,6.1,1.07,11.0,214,Good
32.0,68.1,5.3,10.9,24.9,6.7,0.87,11.9,327,Good
26.2,47.6,16.4,20.2,24.0,9.9,0.85,11.5,506,Good
22.3,75.4,0.7,4.7,23.7,7.3,0.93,11.4,291,Good
32.0,101.4,60.3,78.5,45.4,25.0,3.01,4.3,698,Hazardous
21.3,70.4,11.7,16.8,25.4,0.4,0.84,10.9,486,Good
25.7,50.4,2.5,14.9,33.6,10.5,1.44,7.7,600,Moderate
31.8,86.3,2.6,14.8,38.6,17.7,2.07,3.7,551,Poor
31.7,54.2,16.8,26.0,32.6,11.2,1.76,5.8,514,Moderate
33.6,68.8,19.1,42.3,55.8,9.4,2.42,4.4,663,Hazardous
41.9,96.6,47.7,73.1,54.2,7.8,2.9,2.6,682,Hazardous
26.7,73.0,16.5,20.1,27.1,7.0,0.99,11.2,235,Good
31.1,75.3,1.5,4.9,21.1,2.0,1.14,10.5,337,Good
35.2,80.2,13.2,19.1,36.4,21.5,1.69,4.7,546,Poor
29.6,90.2,40.6,41.3,23.6,5.7,1.36,7.0,304,Moderate
24.2,62.9,15.3,21.3,20.4,4.5,1.08,13.3,317,Good
30.3,88.4,34.6,49.5,25.8,22.5,1.48,3.4,583,Poor
26.8,45.7,2.3,8.2,17.9,5.6,0.88,15.4,440,Good
23.5,74.5,1.7,5.9,25.3,4.9,1.01,12.4,312,Good
25.4,62.6,4.2,7.4,18.3,4.5,1.03,10.5,518,Good
25.5,88.7,10.6,20.0,25.4,10.5,1.5,5.8,364,Moderate
31.3,89.8,19.2,37.7,31.6,36.8,2.72,3.4,532,Hazardous
31.3,46.6,1.4,7.5,21.8,4.4,0.87,10.8,233,Good
24.4,79.0,7.5,10.3,28.1,4.6,1.49,5.7,473,Moderate
26.0,39.5,0.3,9.2,23.1,8.1,0.96,10.5,243,Good
23.1,74.7,26.7,33.8,24.4,12.6,1.63,5.2,619,Moderate
25.2,52.1,1.6,4.8,21.1,4.6,1.1,11.7,230,Good
25.9,78.2,14.2,22.1,34.8,7.8,1.63,9.6,379,Moderate
24.6,46.5,2.7,9.2,18.4,3.8,1.09,10.2,296,Good
26.2,65.8,12.5,16.9,14.7,3.5,0.92,12.0,432,Good
29.1,41.5,0.9,4.8,18.7,3.4,1.02,12.6,337,Good
27.6,51.2,7.0,14.8,19.6,6.1,0.98,18.2,315,Good
21.6,43.7,6.0,8.5,26.7,4.2,1.07,12.2,275,Good
19.7,50.7,4.4,9.0,10.4,5.6,0.8,17.4,383,Good
23.8,54.2,2.6,5.1,18.7,6.8,1.12,12.2,351,Good
26.9,81.9,28.0,40.2,23.5,8.7,1.41,5.9,379,Moderate
38.8,83.1,25.9,30.6,32.1,17.5,2.58,4.9,638,Poor
36.2,80.6,13.9,22.0,28.7,13.3,1.56,7.5,483,Moderate
36.6,93.3,46.6,54.0,29.8,19.6,2.12,4.7,624,Poor
30.1,49.0,7.7,14.5,20.2,7.6,0.98,11.0,465,Good
22.9,86.5,1.4,6.6,25.5,10.1,1.45,5.1,458,Moderate
32.0,69.7,95.7,110.4,36.1,20.5,2.3,6.8,673,Poor
34.2,61.2,8.9,19.0,24.6,12.6,1.41,5.1,553,Moderate
37.5,95.7,6.1,28.0,32.9,20.7,1.73,8.9,802,Poor
28.0,48.6,6.1,11.1,19.9,2.8,1.0,10.8,390,Good
22.5,65.5,0.8,8.2,13.3,4.7,1.07,10.3,526,Good
30.3,92.2,9.2,14.4,37.5,16.1,2.22,5.2,652,Poor
34.4,95.1,5.1,17.4,20.9,10.0,2.06,3.7,689,Poor
36.3,59.6,30.8,35.6,41.4,10.7,1.95,3.7,617,Poor
31.0,59.6,5.0,16.8,24.2,13.6,1.38,6.3,443,Moderate
25.0,87.3,49.8,70.3,35.2,15.4,2.85,4.7,680,Hazardous
27.2,55.1,16.5,23.0,24.2,4.8,0.8,12.9,303,Good
20.2,58.0,2.8,5.5,17.2,1.8,1.01,13.3,312,Good
29.3,75.2,14.7,27.1,27.9,11.5,1.56,5.3,428,Moderate
27.8,78.1,1.1,19.8,26.7,10.7,1.28,9.3,376,Moderate
23.7,62.5,3.6,8.4,20.1,2.5,0.94,10.3,314,Good
40.0,75.6,16.8,35.2,34.9,14.2,2.09,6.5,591,Poor
26.4,74.5,23.1,25.7,15.3,5.8,1.03,10.2,239,Good
40.4,65.1,33.1,55.6,35.3,17.9,1.82,5.3,440,Poor
29.6,53.4,2.6,9.9,22.2,4.6,1.09,13.7,297,Good
42.1,87.0,83.5,97.7,42.5,5.3,2.18,11.6,712,Poor
17.8,57.7,1.2,6.8,27.1,3.0,0.95,10.9,453,Good
42.9,94.8,37.2,58.6,25.6,12.3,1.95,6.7,490,Poor
46.9,76.6,20.5,34.6,39.5,20.6,2.75,4.0,667,Hazardous
28.6,65.9,0.9,4.4,13.1,5.9,1.03,11.7,446,Good
47.0,95.9,4.5,19.7,40.4,8.7,2.69,3.2,739,Hazardous
34.6,68.4,56.8,72.9,32.9,7.8,1.51,6.0,702,Poor
33.4,69.8,5.8,14.5,38.2,8.4,1.66,12.0,444,Poor
39.1,79.9,7.9,19.7,34.6,10.7,1.71,5.5,609,Moderate
24.5,44.7,12.9,16.0,16.1,1.0,0.99,12.9,268,Good
24.9,57.7,0.9,4.9,18.0,6.1,1.25,11.9,302,Good
37.8,84.0,14.8,21.3,27.1,19.9,1.8,4.0,688,Poor
32.4,62.2,39.6,52.6,28.7,15.8,1.33,6.1,463,Moderate
18.0,43.2,5.4,10.0,16.4,2.2,1.07,14.5,571,Good
36.4,97.3,10.8,33.1,38.8,13.1,2.07,4.1,556,Poor
22.1,59.3,46.8,60.0,22.3,13.2,1.46,5.5,490,Moderate
